sale_id,date,product_code,quantity,unit_price,discount_pct,discount_value,total,payment_type,seller_name
2141,2024-12-06,P002,1,50,9.88,4.94,45.06,pix,Diego
2142,2024-12-06,P002,2,50,7.96,7.96,92.04,pix,Bruno
2143,2024-12-07,P002,2,50,4.39,4.39,95.61,pix,Bruno
2144,2024-12-07,P002,3,50,1.19,1.78,148.22,dinheiro,Bruno
2145,2024-12-07,P004,1,900,2.88,25.92,874.08,pix,Bruno
2146,2024-12-07,P002,3,50,9.71,14.57,135.44,pix,Diego
2147,2024-12-07,P004,2,900,8.79,158.22,1641.78,dinheiro,Bruno
2148,2024-12-07,P001,1,3500,9.13,319.55,3180.45,cartao_credito,Bruno
2149,2024-12-08,P002,2,50,4.59,4.59,95.41,dinheiro,Bruno
2150,2024-12-08,P003,3,250,9.67,72.52,677.48,dinheiro,Ana
2151,2024-12-08,P003,2,250,3.49,17.45,482.55,dinheiro,Bruno
2152,2024-12-08,P001,1,3500,8.31,290.85,3209.15,cartao_credito,Diego
2153,2024-12-08,P005,3,180,4.98,26.89,513.11,pix,Diego
2154,2024-12-08,P003,2,250,3.37,16.85,483.15,pix,Ana
2155,2024-12-09,P001,3,3500,0.37,38.85,10461.15,dinheiro,Diego
2156,2024-12-09,P004,2,900,2.17,39.06,1760.94,cartao_credito,Bruno
2157,2024-12-09,P005,2,180,6.97,25.09,334.91,pix,Carla
2158,2024-12-09,P002,1,50,9.57,4.79,45.22,pix,Carla
2159,2024-12-09,P005,3,180,3.73,20.14,519.86,pix,Bruno
2160,2024-12-09,P004,3,900,4.42,119.34,2580.66,dinheiro,Bruno
2161,2024-12-09,P003,3,250,6.5,48.75,701.25,dinheiro,Ana
2162,2024-12-10,P002,1,50,3.17,1.58,48.41,cartao_credito,Bruno
2163,2024-12-10,P002,2,50,7.35,7.35,92.65,dinheiro,Ana
2164,2024-12-10,P001,2,3500,8.08,565.6,6434.4,dinheiro,Bruno
2165,2024-12-11,P004,2,900,6.57,118.26,1681.74,pix,Ana
2166,2024-12-11,P001,3,3500,0.1,10.5,10489.5,pix,Ana
2167,2024-12-11,P002,3,50,1.29,1.94,148.06,dinheiro,Ana
2168,2024-12-11,P003,3,250,10.71,80.33,669.67,cartao_credito,Bruno
2169,2024-12-11,P005,1,180,2.39,4.3,175.7,pix,Ana
2170,2024-12-12,P002,2,50,6.74,6.74,93.26,cartao_credito,Bruno
2171,2024-12-12,P004,2,900,3.07,55.26,1744.74,pix,Carla
2172,2024-12-12,P005,1,180,9.47,17.05,162.95,dinheiro,Bruno
2173,2024-12-12,P002,1,50,3.85,1.93,48.08,pix,Carla
2174,2024-12-12,P004,2,900,2.85,51.3,1748.7,dinheiro,Ana
2175,2024-12-12,P001,2,3500,2.27,158.9,6841.1,dinheiro,Diego
2176,2024-12-12,P005,1,180,2.35,4.23,175.77,pix,Carla
2177,2024-12-13,P005,2,180,5.5,19.8,340.2,dinheiro,Bruno
2178,2024-12-13,P004,3,900,9.31,251.37,2448.63,pix,Bruno
2179,2024-12-13,P005,1,180,7.91,14.24,165.76,pix,Bruno
2180,2024-12-13,P004,2,900,3.75,67.5,1732.5,dinheiro,Bruno
2181,2024-12-13,P002,3,50,14.28,21.42,128.58,cartao_credito,Carla
2182,2024-12-13,P003,2,250,9.36,46.8,453.2,cartao_credito,Ana
2183,2024-12-13,P004,2,900,13.24,238.32,1561.68,cartao_credito,Carla
2184,2024-12-13,P002,1,50,5.44,2.72,47.28,pix,Diego
2185,2024-12-13,P003,3,250,8.62,64.65,685.35,dinheiro,Bruno
2186,2024-12-13,P004,3,900,7.01,189.27,2510.73,pix,Bruno
2187,2024-12-13,P001,3,3500,0.21,22.05,10477.95,dinheiro,Diego
2188,2024-12-14,P002,2,50,11.71,11.71,88.29,cartao_credito,Bruno
2189,2024-12-14,P001,1,3500,7.68,268.8,3231.2,cartao_credito,Carla
2190,2024-12-14,P003,1,250,2.54,6.35,243.65,cartao_credito,Carla
2191,2024-12-15,P005,1,180,8.1,14.58,165.42,pix,Bruno
2192,2024-12-15,P003,2,250,4.93,24.65,475.35,dinheiro,Bruno
2193,2024-12-15,P003,1,250,5.32,13.3,236.7,cartao_credito,Ana
2194,2024-12-15,P004,3,900,8.76,236.52,2463.48,pix,Ana
2195,2024-12-15,P005,3,180,6.54,35.32,504.68,dinheiro,Carla
2196,2024-12-15,P001,3,3500,4.5,472.5,10027.5,pix,Bruno
2197,2024-12-15,P001,3,3500,2.82,296.1,10203.9,pix,Ana
2198,2024-12-15,P002,2,50,1.54,1.54,98.46,pix,Carla
2199,2024-12-15,P003,1,250,9.15,22.88,227.12,dinheiro,Carla
2200,2024-12-15,P004,2,900,6.77,121.86,1678.14,cartao_credito,Carla
2201,2024-12-16,P004,3,900,6.51,175.77,2524.23,pix,Ana
2202,2024-12-16,P005,2,180,9.35,33.66,326.34,dinheiro,Diego
2203,2024-12-16,P004,1,900,9.01,81.09,818.91,cartao_credito,Carla
2204,2024-12-16,P003,3,250,6.64,49.8,700.2,cartao_credito,Diego
2205,2024-12-16,P005,1,180,2.22,4.0,176.0,cartao_credito,Bruno
2206,2024-12-16,P001,2,3500,8.04,562.8,6437.2,dinheiro,Ana
2207,2024-12-16,P001,3,3500,8.44,886.2,9613.8,pix,Bruno
2208,2024-12-17,P002,1,50,2.67,1.33,48.66,dinheiro,Bruno
2209,2024-12-17,P001,1,3500,4.33,151.55,3348.45,cartao_credito,Carla
2210,2024-12-17,P001,2,3500,8.5,595.0,6405.0,cartao_credito,Carla
2211,2024-12-17,P005,3,180,1.29,6.97,533.03,cartao_credito,Diego
2212,2024-12-17,P001,1,3500,5.65,197.75,3302.25,dinheiro,Bruno
2213,2024-12-17,P002,1,50,1.37,0.69,49.31,pix,Diego
2214,2024-12-18,P001,1,3500,8.09,283.15,3216.85,pix,Ana
2215,2024-12-18,P001,3,3500,14.33,1504.65,8995.35,cartao_credito,Carla
2216,2024-12-18,P005,2,180,0.69,2.48,357.52,dinheiro,Carla
2217,2024-12-18,P002,1,50,7.97,3.98,46.02,dinheiro,Diego
2218,2024-12-19,P001,2,3500,1.79,125.3,6874.7,pix,Ana
2219,2024-12-19,P002,3,50,13.01,19.52,130.49,cartao_credito,Diego
2220,2024-12-19,P005,1,180,8.57,15.43,164.57,pix,Ana
2221,2024-12-19,P003,3,250,9.03,67.72,682.27,cartao_credito,Carla
2222,2024-12-19,P002,3,50,8.86,13.29,136.71,pix,Bruno
2223,2024-12-19,P005,3,180,3.84,20.74,519.26,dinheiro,Carla
2224,2024-12-19,P005,2,180,5.06,18.22,341.78,dinheiro,Bruno
2225,2024-12-19,P003,3,250,7.08,53.1,696.9,pix,Carla
2226,2024-12-19,P003,2,250,3.28,16.4,483.6,pix,Ana
2227,2024-12-20,P003,3,250,0.84,6.3,743.7,pix,Diego
2228,2024-12-20,P003,3,250,7.33,54.98,695.02,pix,Carla
2229,2024-12-20,P004,2,900,3.48,62.64,1737.36,dinheiro,Bruno
2230,2024-12-20,P001,3,3500,7.53,790.65,9709.35,dinheiro,Diego
2231,2024-12-20,P001,2,3500,6.76,473.2,6526.8,dinheiro,Carla
2232,2024-12-20,P003,3,250,1.67,12.53,737.48,dinheiro,Ana
2233,2024-12-20,P002,1,50,7.25,3.62,46.38,dinheiro,Diego
2234,2024-12-20,P004,2,900,4.62,83.16,1716.84,cartao_credito,Bruno
2235,2024-12-21,P001,2,3500,2.77,193.9,6806.1,pix,Ana
2236,2024-12-21,P004,2,900,0.07,1.26,1798.74,dinheiro,Carla
2237,2024-12-21,P005,1,180,8.55,15.39,164.61,pix,Ana
2238,2024-12-21,P004,1,900,7.75,69.75,830.25,pix,Bruno
2239,2024-12-21,P004,1,900,10.29,92.61,807.39,cartao_credito,Bruno
2240,2024-12-21,P004,3,900,3.98,107.46,2592.54,dinheiro,Diego
2241,2024-12-21,P004,3,900,0.82,22.14,2677.86,pix,Ana
2242,2024-12-21,P005,2,180,7.16,25.78,334.22,pix,Diego
2243,2024-12-22,P004,2,900,5.61,100.98,1699.02,pix,Ana
2244,2024-12-22,P001,1,3500,8.51,297.85,3202.15,pix,Bruno
2245,2024-12-22,P001,3,3500,1.37,143.85,10356.15,cartao_credito,Bruno
2246,2024-12-22,P004,2,900,1.07,19.26,1780.74,dinheiro,Diego
2247,2024-12-22,P004,1,900,3.07,27.63,872.37,dinheiro,Diego
2248,2024-12-22,P003,2,250,6.15,30.75,469.25,pix,Carla
2249,2024-12-23,P005,2,180,2.72,9.79,350.21,cartao_credito,Carla
2250,2024-12-23,P004,3,900,4.61,124.47,2575.53,cartao_credito,Carla
2251,2024-12-23,P003,1,250,1.49,3.73,246.28,dinheiro,Bruno
2252,2024-12-23,P003,2,250,6.23,31.15,468.85,cartao_credito,Carla
2253,2024-12-23,P005,2,180,3.16,11.38,348.62,cartao_credito,Ana
2254,2024-12-23,P002,2,50,9.17,9.17,90.83,pix,Diego
2255,2024-12-23,P005,2,180,9.87,35.53,324.47,pix,Ana
2256,2024-12-23,P004,1,900,1.2,10.8,889.2,dinheiro,Carla
2257,2024-12-23,P003,1,250,7.17,17.93,232.07,pix,Diego
2258,2024-12-24,P001,3,3500,8.25,866.25,9633.75,dinheiro,Ana
2259,2024-12-24,P003,1,250,5.8,14.5,235.5,dinheiro,Carla
2260,2024-12-24,P002,3,50,11.24,16.86,133.14,cartao_credito,Carla
2261,2024-12-24,P003,3,250,4.63,34.73,715.27,pix,Carla
2262,2024-12-24,P005,3,180,9.81,52.97,487.03,cartao_credito,Carla
2263,2024-12-24,P001,2,3500,12.49,874.3,6125.7,cartao_credito,Diego
2264,2024-12-25,P004,3,900,2.68,72.36,2627.64,pix,Carla
2265,2024-12-25,P005,2,180,0.25,0.9,359.1,dinheiro,Bruno
2266,2024-12-26,P001,1,3500,2.38,83.3,3416.7,cartao_credito,Diego
2267,2024-12-26,P001,3,3500,0.26,27.3,10472.7,dinheiro,Ana
2268,2024-12-26,P003,2,250,1.77,8.85,491.15,cartao_credito,Carla
2269,2024-12-26,P001,1,3500,8.57,299.95,3200.05,dinheiro,Diego
2270,2024-12-26,P003,1,250,0.07,0.18,249.82,pix,Ana
2271,2024-12-26,P004,2,900,9.35,168.3,1631.7,pix,Diego
2272,2024-12-26,P005,1,180,4.3,7.74,172.26,dinheiro,Bruno
2273,2024-12-26,P004,3,900,2.64,71.28,2628.72,cartao_credito,Bruno
2274,2024-12-27,P001,1,3500,7.57,264.95,3235.05,cartao_credito,Bruno
2275,2024-12-27,P004,1,900,9.64,86.76,813.24,pix,Bruno
2276,2024-12-28,P003,2,250,0.04,0.2,499.8,dinheiro,Diego
2277,2024-12-28,P001,3,3500,8.21,862.05,9637.95,dinheiro,Ana
2278,2024-12-28,P004,3,900,7.42,200.34,2499.66,pix,Bruno
2279,2024-12-28,P001,3,3500,7.69,807.45,9692.55,cartao_credito,Carla
2280,2024-12-28,P001,1,3500,5.75,201.25,3298.75,dinheiro,Carla
2281,2024-12-28,P005,3,180,7.27,39.26,500.74,cartao_credito,Carla
2282,2024-12-28,P001,1,3500,1.6,56.0,3444.0,dinheiro,Ana
2283,2024-12-28,P005,2,180,6.04,21.74,338.26,cartao_credito,Carla
2284,2024-12-28,P003,3,250,0.88,6.6,743.4,dinheiro,Ana
2285,2024-12-28,P003,2,250,6.55,32.75,467.25,cartao_credito,Ana
2286,2024-12-29,P001,2,3500,2.28,159.6,6840.4,pix,Carla
2287,2024-12-29,P005,2,180,11.68,42.05,317.95,cartao_credito,Carla
2288,2024-12-29,P002,3,50,5.8,8.7,141.3,pix,Ana
2289,2024-12-29,P003,3,250,0.93,6.98,743.02,cartao_credito,Ana
2290,2024-12-29,P004,3,900,5.35,144.45,2555.55,dinheiro,Carla
2291,2024-12-29,P002,3,50,4.51,6.77,143.24,dinheiro,Carla
2292,2024-12-30,P004,2,900,6.5,117.0,1683.0,cartao_credito,Carla
2293,2024-12-30,P001,3,3500,6.63,696.15,9803.85,pix,Carla
2294,2024-12-30,P004,1,900,0.3,2.7,897.3,pix,Diego
2295,2024-12-30,P002,3,50,0.25,0.38,149.62,cartao_credito,Carla
2296,2024-12-31,P004,2,900,11.0,198.0,1602.0,cartao_credito,Diego
2297,2024-12-31,P003,3,250,1.23,9.22,740.77,pix,Diego
2298,2024-12-31,P001,1,3500,1.73,60.55,3439.45,pix,Carla
2299,2024-12-31,P001,3,3500,9.46,993.3,9506.7,pix,Ana
2300,2025-01-01,P003,3,250,7.63,57.22,692.77,cartao_credito,Ana
2301,2025-01-01,P002,2,50,2.72,2.72,97.28,pix,Carla
2302,2025-01-01,P002,1,50,5.63,2.81,47.19,pix,Bruno
2303,2025-01-01,P005,1,180,4.62,8.32,171.68,pix,Carla
2304,2025-01-01,P002,1,50,0.83,0.41,49.59,cartao_credito,Bruno
2305,2025-01-01,P001,1,3500,13.2,462.0,3038.0,cartao_credito,Carla
2306,2025-01-01,P004,2,900,5.01,90.18,1709.82,cartao_credito,Bruno
2307,2025-01-01,P001,1,3500,9.88,345.8,3154.2,dinheiro,Ana
2308,2025-01-01,P004,3,900,8.52,230.04,2469.96,dinheiro,Bruno
2309,2025-01-02,P002,1,50,1.85,0.93,49.08,pix,Bruno
2310,2025-01-02,P002,2,50,2.65,2.65,97.35,pix,Carla
2311,2025-01-02,P005,1,180,6.54,11.77,168.23,dinheiro,Carla
2312,2025-01-02,P005,3,180,7.56,40.82,499.18,pix,Bruno
2313,2025-01-03,P001,3,3500,9.33,979.65,9520.35,dinheiro,Carla
2314,2025-01-03,P002,1,50,1.75,0.88,49.12,dinheiro,Carla
2315,2025-01-03,P003,2,250,5.21,26.05,473.95,dinheiro,Diego
2316,2025-01-03,P005,1,180,0.77,1.39,178.61,pix,Ana
2317,2025-01-04,P005,2,180,1.86,6.7,353.3,pix,Carla
2318,2025-01-04,P003,3,250,9.05,67.88,682.12,pix,Ana
2319,2025-01-04,P002,3,50,5.27,7.9,142.09,dinheiro,Carla
2320,2025-01-04,P004,1,900,3.12,28.08,871.92,dinheiro,Bruno
2321,2025-01-04,P004,1,900,0.54,4.86,895.14,pix,Bruno
2322,2025-01-04,P004,2,900,8.01,144.18,1655.82,pix,Ana
2323,2025-01-04,P004,2,900,8.32,149.76,1650.24,dinheiro,Bruno
2324,2025-01-04,P005,1,180,3.73,6.71,173.29,dinheiro,Carla
2325,2025-01-04,P002,1,50,4.15,2.08,47.92,pix,Diego
2326,2025-01-04,P004,1,900,6.36,57.24,842.76,pix,Diego
2327,2025-01-05,P005,3,180,7.09,38.29,501.71,cartao_credito,Bruno
2328,2025-01-05,P004,1,900,7.08,63.72,836.28,cartao_credito,Diego
2329,2025-01-05,P001,3,3500,6.36,667.8,9832.2,cartao_credito,Carla
2330,2025-01-05,P001,1,3500,5.67,198.45,3301.55,dinheiro,Diego
2331,2025-01-06,P004,2,900,8.07,145.26,1654.74,dinheiro,Bruno
2332,2025-01-06,P005,2,180,7.61,27.4,332.6,cartao_credito,Carla
2333,2025-01-06,P003,2,250,4.06,20.3,479.7,pix,Diego
2334,2025-01-06,P001,1,3500,4.21,147.35,3352.65,pix,Diego
2335,2025-01-06,P001,2,3500,1.97,137.9,6862.1,dinheiro,Diego
2336,2025-01-06,P002,1,50,2.68,1.34,48.66,pix,Ana
2337,2025-01-06,P004,2,900,3.31,59.58,1740.42,pix,Ana
2338,2025-01-06,P005,1,180,6.24,11.23,168.77,dinheiro,Diego
2339,2025-01-07,P002,1,50,7.93,3.96,46.03,cartao_credito,Carla
2340,2025-01-07,P002,1,50,9.61,4.8,45.2,cartao_credito,Bruno
2341,2025-01-08,P002,2,50,2.27,2.27,97.73,cartao_credito,Bruno
2342,2025-01-08,P005,1,180,6.53,11.75,168.25,cartao_credito,Diego
2343,2025-01-08,P001,3,3500,6.17,647.85,9852.15,dinheiro,Carla
2344,2025-01-09,P001,2,3500,8.21,574.7,6425.3,pix,Carla
2345,2025-01-09,P001,3,3500,1.23,129.15,10370.85,cartao_credito,Ana
2346,2025-01-09,P001,1,3500,7.09,248.15,3251.85,pix,Carla
2347,2025-01-09,P005,3,180,2.42,13.07,526.93,cartao_credito,Carla
2348,2025-01-09,P001,2,3500,4.06,284.2,6715.8,dinheiro,Ana
2349,2025-01-09,P001,1,3500,7.04,246.4,3253.6,dinheiro,Bruno
2350,2025-01-09,P001,3,3500,4.26,447.3,10052.7,dinheiro,Carla
2351,2025-01-10,P005,3,180,8.22,44.39,495.61,dinheiro,Carla
2352,2025-01-10,P002,2,50,7.49,7.49,92.51,pix,Bruno
2353,2025-01-10,P001,1,3500,1.67,58.45,3441.55,dinheiro,Carla
2354,2025-01-10,P002,1,50,6.33,3.16,46.84,pix,Ana
2355,2025-01-10,P002,3,50,9.64,14.46,135.54,dinheiro,Diego
2356,2025-01-10,P001,2,3500,3.41,238.7,6761.3,pix,Diego
2357,2025-01-10,P003,2,250,2.04,10.2,489.8,cartao_credito,Bruno
2358,2025-01-10,P002,3,50,11.32,16.98,133.02,cartao_credito,Carla
2359,2025-01-10,P004,2,900,3.57,64.26,1735.74,cartao_credito,Bruno
2360,2025-01-10,P003,2,250,7.68,38.4,461.6,pix,Carla
2361,2025-01-10,P002,3,50,8.48,12.72,137.28,pix,Diego
2362,2025-01-11,P003,1,250,2.4,6.0,244.0,cartao_credito,Ana
2363,2025-01-11,P004,1,900,5.96,53.64,846.36,pix,Diego
2364,2025-01-11,P001,3,3500,1.68,176.4,10323.6,pix,Diego
2365,2025-01-11,P003,1,250,2.89,7.23,242.78,cartao_credito,Carla
2366,2025-01-11,P005,2,180,9.07,32.65,327.35,dinheiro,Ana
2367,2025-01-11,P004,2,900,9.49,170.82,1629.18,pix,Carla
2368,2025-01-11,P002,1,50,4.92,2.46,47.54,dinheiro,Ana
2369,2025-01-11,P005,3,180,9.08,49.03,490.97,dinheiro,Carla
2370,2025-01-11,P002,3,50,10.59,15.88,134.12,cartao_credito,Bruno
2371,2025-01-11,P003,3,250,4.25,31.88,718.12,pix,Ana
2372,2025-01-12,P005,3,180,7.14,38.56,501.44,dinheiro,Diego
2373,2025-01-12,P005,1,180,7.69,13.84,166.16,dinheiro,Bruno
2374,2025-01-12,P005,2,180,2.9,10.44,349.56,pix,Diego
2375,2025-01-12,P004,3,900,5.41,146.07,2553.93,cartao_credito,Ana
2376,2025-01-12,P005,3,180,2.82,15.23,524.77,dinheiro,Bruno
2377,2025-01-13,P003,2,250,2.77,13.85,486.15,pix,Bruno
2378,2025-01-13,P002,2,50,8.13,8.13,91.87,dinheiro,Ana
2379,2025-01-13,P004,3,900,8.79,237.33,2462.67,pix,Diego
2380,2025-01-13,P004,3,900,6.97,188.19,2511.81,pix,Diego
2381,2025-01-13,P002,2,50,3.38,3.38,96.62,dinheiro,Diego
2382,2025-01-13,P004,3,900,5.64,152.28,2547.72,dinheiro,Diego
2383,2025-01-13,P002,3,50,2.75,4.12,145.88,pix,Bruno
2384,2025-01-13,P003,1,250,0.51,1.28,248.72,dinheiro,Diego
2385,2025-01-13,P002,3,50,3.29,4.93,145.06,dinheiro,Carla
2386,2025-01-14,P002,2,50,14.09,14.09,85.91,cartao_credito,Carla
2387,2025-01-14,P003,3,250,8.78,65.85,684.15,pix,Ana
2388,2025-01-15,P005,3,180,2.99,16.15,523.85,pix,Diego
2389,2025-01-15,P003,3,250,5.9,44.25,705.75,dinheiro,Bruno
2390,2025-01-15,P005,1,180,8.45,15.21,164.79,dinheiro,Diego
2391,2025-01-15,P003,2,250,10.97,54.85,445.15,cartao_credito,Ana
2392,2025-01-15,P005,1,180,1.13,2.03,177.97,dinheiro,Ana
2393,2025-01-15,P004,1,900,7.61,68.49,831.51,pix,Carla
2394,2025-01-15,P002,1,50,0.08,0.04,49.96,cartao_credito,Carla
2395,2025-01-16,P003,2,250,14.08,70.4,429.6,cartao_credito,Ana
2396,2025-01-16,P001,1,3500,12.55,439.25,3060.75,cartao_credito,Ana
2397,2025-01-16,P004,2,900,1.17,21.06,1778.94,cartao_credito,Diego
2398,2025-01-16,P005,3,180,7.73,41.74,498.26,cartao_credito,Carla
2399,2025-01-16,P004,2,900,8.84,159.12,1640.88,pix,Bruno
2400,2025-01-16,P004,1,900,5.46,49.14,850.86,dinheiro,Diego
2401,2025-01-16,P004,1,900,0.15,1.35,898.65,dinheiro,Carla
2402,2025-01-16,P004,1,900,0.45,4.05,895.95,pix,Ana
2403,2025-01-16,P005,3,180,11.37,61.4,478.6,cartao_credito,Diego
2404,2025-01-17,P001,2,3500,4.86,340.2,6659.8,cartao_credito,Carla
2405,2025-01-17,P002,2,50,0.06,0.06,99.94,dinheiro,Diego
2406,2025-01-17,P002,2,50,8.82,8.82,91.18,dinheiro,Carla
2407,2025-01-17,P003,2,250,5.07,25.35,474.65,cartao_credito,Ana
2408,2025-01-17,P002,1,50,9.65,4.83,45.17,cartao_credito,Diego
2409,2025-01-17,P005,3,180,11.66,62.96,477.04,cartao_credito,Diego
2410,2025-01-17,P001,2,3500,4.99,349.3,6650.7,dinheiro,Bruno
2411,2025-01-18,P003,2,250,6.6,33.0,467.0,dinheiro,Carla
2412,2025-01-18,P004,1,900,2.92,26.28,873.72,dinheiro,Ana
2413,2025-01-18,P003,2,250,3.57,17.85,482.15,cartao_credito,Diego
2414,2025-01-18,P002,2,50,2.97,2.97,97.03,pix,Diego
2415,2025-01-18,P002,2,50,3.25,3.25,96.75,dinheiro,Ana
2416,2025-01-18,P004,1,900,1.17,10.53,889.47,pix,Diego
2417,2025-01-18,P003,3,250,6.76,50.7,699.3,pix,Carla
2418,2025-01-18,P004,1,900,6.83,61.47,838.53,dinheiro,Carla
2419,2025-01-18,P004,1,900,1.16,10.44,889.56,dinheiro,Diego
2420,2025-01-19,P004,1,900,9.99,89.91,810.09,cartao_credito,Carla
2421,2025-01-19,P001,2,3500,9.59,671.3,6328.7,pix,Bruno
2422,2025-01-19,P003,2,250,1.19,5.95,494.05,dinheiro,Ana
2423,2025-01-19,P004,1,900,3.11,27.99,872.01,pix,Carla
2424,2025-01-19,P001,3,3500,7.09,744.45,9755.55,pix,Bruno
2425,2025-01-19,P004,1,900,11.69,105.21,794.79,cartao_credito,Carla
2426,2025-01-19,P002,3,50,6.0,9.0,141.0,dinheiro,Ana
2427,2025-01-19,P005,1,180,0.01,0.02,179.98,cartao_credito,Ana
2428,2025-01-20,P003,3,250,2.09,15.67,734.33,pix,Diego
2429,2025-01-20,P004,1,900,2.7,24.3,875.7,dinheiro,Ana
2430,2025-01-20,P001,1,3500,6.25,218.75,3281.25,pix,Ana
2431,2025-01-20,P001,3,3500,8.92,936.6,9563.4,dinheiro,Carla
2432,2025-01-20,P005,3,180,4.37,23.6,516.4,pix,Bruno
2433,2025-01-20,P002,3,50,8.38,12.57,137.43,cartao_credito,Carla
2434,2025-01-20,P005,2,180,3.72,13.39,346.61,cartao_credito,Bruno
2435,2025-01-21,P005,3,180,4.71,25.43,514.57,cartao_credito,Carla
2436,2025-01-21,P003,3,250,7.86,58.95,691.05,cartao_credito,Diego
2437,2025-01-21,P005,3,180,2.32,12.53,527.47,pix,Bruno
2438,2025-01-21,P005,1,180,1.94,3.49,176.51,dinheiro,Bruno
2439,2025-01-21,P005,1,180,4.63,8.33,171.67,dinheiro,Carla
2440,2025-01-21,P002,1,50,6.66,3.33,46.67,cartao_credito,Ana
2441,2025-01-22,P001,1,3500,8.58,300.3,3199.7,cartao_credito,Ana
2442,2025-01-22,P002,3,50,6.59,9.88,140.12,pix,Diego
2443,2025-01-22,P005,2,180,8.48,30.53,329.47,pix,Carla
2444,2025-01-22,P005,2,180,7.22,25.99,334.01,dinheiro,Ana
2445,2025-01-22,P004,2,900,11.3,203.4,1596.6,cartao_credito,Ana
2446,2025-01-22,P003,2,250,10.63,53.15,446.85,cartao_credito,Bruno
2447,2025-01-22,P004,1,900,5.23,47.07,852.93,pix,Ana
2448,2025-01-22,P005,1,180,2.26,4.07,175.93,dinheiro,Bruno
2449,2025-01-23,P003,3,250,7.1,53.25,696.75,pix,Bruno
2450,2025-01-23,P001,1,3500,12.37,432.95,3067.05,cartao_credito,Bruno
2451,2025-01-23,P002,1,50,14.36,7.18,42.82,cartao_credito,Carla
2452,2025-01-23,P003,1,250,10.97,27.43,222.57,cartao_credito,Diego
2453,2025-01-23,P005,2,180,8.26,29.74,330.26,dinheiro,Diego
2454,2025-01-23,P005,2,180,2.22,7.99,352.01,cartao_credito,Diego
2455,2025-01-23,P001,2,3500,9.07,634.9,6365.1,pix,Bruno
2456,2025-01-23,P002,2,50,4.6,4.6,95.4,cartao_credito,Carla
2457,2025-01-23,P001,2,3500,0.24,16.8,6983.2,cartao_credito,Carla
2458,2025-01-24,P005,1,180,0.19,0.34,179.66,dinheiro,Carla
2459,2025-01-24,P001,3,3500,2.16,226.8,10273.2,pix,Carla
2460,2025-01-24,P003,2,250,2.65,13.25,486.75,dinheiro,Bruno
2461,2025-01-24,P002,2,50,5.27,5.27,94.73,dinheiro,Ana
2462,2025-01-24,P003,1,250,5.42,13.55,236.45,dinheiro,Bruno
2463,2025-01-24,P002,3,50,2.23,3.35,146.66,dinheiro,Diego
2464,2025-01-24,P005,1,180,4.98,8.96,171.04,dinheiro,Carla
2465,2025-01-24,P004,1,900,2.66,23.94,876.06,dinheiro,Diego
2466,2025-01-25,P003,1,250,14.05,35.12,214.88,cartao_credito,Diego
2467,2025-01-25,P002,2,50,3.22,3.22,96.78,cartao_credito,Ana
2468,2025-01-25,P003,2,250,11.41,57.05,442.95,cartao_credito,Carla
2469,2025-01-25,P003,3,250,6.19,46.43,703.58,cartao_credito,Bruno
2470,2025-01-25,P004,3,900,3.38,91.26,2608.74,cartao_credito,Carla
2471,2025-01-25,P003,1,250,12.1,30.25,219.75,cartao_credito,Diego
2472,2025-01-25,P005,3,180,0.73,3.94,536.06,pix,Diego
2473,2025-01-25,P004,3,900,5.81,156.87,2543.13,dinheiro,Ana
2474,2025-01-25,P001,1,3500,7.79,272.65,3227.35,pix,Carla
2475,2025-01-25,P002,2,50,4.23,4.23,95.77,cartao_credito,Carla
2476,2025-01-25,P001,2,3500,5.59,391.3,6608.7,pix,Ana
2477,2025-01-26,P001,1,3500,2.48,86.8,3413.2,cartao_credito,Ana
2478,2025-01-26,P001,1,3500,1.64,57.4,3442.6,dinheiro,Diego
2479,2025-01-26,P005,1,180,7.78,14.0,166.0,pix,Diego
2480,2025-01-26,P003,2,250,9.89,49.45,450.55,cartao_credito,Bruno
2481,2025-01-27,P001,2,3500,3.81,266.7,6733.3,cartao_credito,Ana
2482,2025-01-27,P004,3,900,6.76,182.52,2517.48,cartao_credito,Carla
2483,2025-01-27,P004,3,900,8.52,230.04,2469.96,cartao_credito,Bruno
2484,2025-01-27,P003,3,250,2.6,19.5,730.5,dinheiro,Carla
2485,2025-01-27,P001,1,3500,5.7,199.5,3300.5,pix,Diego
2486,2025-01-27,P003,3,250,0.33,2.48,747.52,pix,Diego
2487,2025-01-28,P001,1,3500,6.02,210.7,3289.3,cartao_credito,Carla
2488,2025-01-28,P001,1,3500,2.93,102.55,3397.45,pix,Diego
2489,2025-01-28,P001,1,3500,1.22,42.7,3457.3,cartao_credito,Diego
2490,2025-01-28,P004,3,900,9.58,258.66,2441.34,pix,Carla
2491,2025-01-28,P001,2,3500,3.92,274.4,6725.6,dinheiro,Diego
2492,2025-01-28,P001,2,3500,4.55,318.5,6681.5,pix,Carla
2493,2025-01-28,P001,1,3500,13.16,460.6,3039.4,cartao_credito,Ana
2494,2025-01-28,P005,1,180,12.17,21.91,158.09,cartao_credito,Ana
2495,2025-01-28,P001,1,3500,2.48,86.8,3413.2,dinheiro,Ana
2496,2025-01-28,P002,3,50,13.0,19.5,130.5,cartao_credito,Ana
